資料区分,都道府県コード,警察署等コード,本票番号,事故内容,死者数,負傷者数,路線コード,上下線,地点コード,市区町村コード,昼夜,天候,地形,路面状態,道路形状,環状交差点の直径,信号機,一時停止規制　標識（当事者A）,一時停止規制　表示（当事者A）,一時停止規制　標識（当事者B）,一時停止規制　表示（当事者B）,車道幅員,道路線形,衝突地点,ゾーン規制,中央分離帯施設等,歩車道区分,事故類型,年齢（当事者A）,年齢（当事者B）,当事者種別（当事者A）,当事者種別（当事者B）,用途別（当事者A）,用途別（当事者B）,車両形状（当事者A）,車両形状（当事者B）,速度規制（指定のみ）（当事者A）,速度規制（指定のみ）（当事者B）,車両の衝突部位（当事者A）,車両の衝突部位（当事者B）,車両の損壊程度（当事者A）,車両の損壊程度（当事者B）,エアバッグの装備（当事者A）,エアバッグの装備（当事者B）,サイドエアバッグの装備（当事者A）,サイドエアバッグの装備（当事者B）,人身損傷程度（当事者A）,人身損傷程度（当事者B）,曜日(発生年月日),祝日(発生年月日),緯度,経度,発生日,発生時,color,発生地点,道路管理者区分,道路区分,道路構造,曲線半径,縦断勾配,トンネル番号,当事者車両台数,車両単独事故の対象物,臨時速度規制の有無,速度規制（臨時のみ）,トンネル延長距離
本票,愛知,豊田,0181,死亡,1,0,01530,下,0237,211,夜－夜,晴,市街地－その他,舗装－乾燥,交差点－その他,環状交差点以外 環状交差点以外をいう。,点灯－３灯式,08,22,00,23,19,9,交差点内,規制なし,1,2,人対車両,25～34歳,65～74歳,乗用車－普通車,歩行者,自家用,対象外当事者,乗用車,対象外当事者,指定の速度規制なし等,対象外当事者,80,00,中破,対象外当事者,その他,対象外当事者,その他,対象外当事者,損傷なし,死亡,月,当日,35.091073,137.162674,2020-02-24,01:16,red,,,,,,,,,,,,
本票,三重,砂川,0019,死亡,1,0,30000,対象外,0000,202,夜－夜,晴,市街地－人口集中,舗装－乾燥,交差点－その他,環状交差点以外 環状交差点以外をいう。,施設なし,09,22,00,23,14,8,交差点内,規制なし,4,3,人対車両,55～64歳,75歳以上,乗用車－軽自動車,歩行者,自家用,対象外当事者,乗用車,対象外当事者,40㎞／ｈ以下,対象外当事者,10,00,小破,対象外当事者,その他,対象外当事者,その他,対象外当事者,損傷なし,死亡,火,その他,34.988160,136.626300,2020-02-04,05:36,red,,,,,,,,,,,,
本票,三重,三戸,0072,死亡,1,1,32300,対象外,0000,202,夜－夜,曇,非市街地,舗装－湿潤,交差点－その他,環状交差点以外 環状交差点以外をいう。,点灯－３灯式,09,22,00,23,18,9,交差点内,規制なし,4,2,車両単独,75歳以上,不明,乗用車－軽自動車,物件等,自家用,対象外当事者,乗用車,対象外当事者,50㎞／ｈ以下,対象外当事者,50,00,小破,対象外当事者,装備あり 作動,対象外当事者,その他,対象外当事者,死亡,対象外当事者,日,その他,34.952850,136.575000,2020-02-16,19:21,red,,,,,,,,,,,,
本票,三重,三戸,0089,死亡,1,0,30000,対象外,0000,202,昼－明,晴,市街地－人口集中,舗装－乾燥,単路－その他,環状交差点以外 環状交差点以外をいう。,施設なし,00,23,00,23,03,9,単路（交差点付近を含む）,規制なし,5,2,車両単独,75歳以上,不明,乗用車－軽自動車,物件等,自家用,対象外当事者,乗用車,対象外当事者,指定の速度規制なし等,対象外当事者,10,00,大破,対象外当事者,装備あり 作動,対象外当事者,その他,対象外当事者,死亡,対象外当事者,火,その他,34.994560,136.552200,2020-02-25,07:00,red,,,,,,,,,,,,
本票,三重,伊達,0055,死亡,1,0,86000,対象外,0000,207,昼－昼,晴,非市街地,舗装－乾燥,単路－その他,環状交差点以外 環状交差点以外をいう。,施設なし,00,23,00,23,03,9,単路（交差点付近を含む）,規制なし,5,4,車両単独,65～74歳,不明,貨物車－軽自動車,相手なし,自家用,対象外当事者,貨物車,対象外当事者,指定の速度規制なし等,対象外当事者,10,00,小破,対象外当事者,その他,対象外当事者,その他,対象外当事者,死亡,対象外当事者,月,その他,34.832390,136.594900,2020-02-17,13:17,red,,,,,,,,,,,,
本票,三重,室蘭,0054,死亡,1,0,26510,対象外,0000,201,夜－暮,晴,非市街地,舗装－乾燥,単路－その他,環状交差点以外 環状交差点以外をいう。,施設なし,00,23,00,23,03,9,その他,規制なし,4,2,車両単独,75歳以上,不明,乗用車－普通車,物件等,自家用,対象外当事者,乗用車,対象外当事者,50㎞／ｈ以下,対象外当事者,10,00,大破,対象外当事者,装備あり 作動,対象外当事者,その他,対象外当事者,死亡,対象外当事者,木,その他,34.801770,136.527900,2020-02-20,18:00,red,,,,,,,,,,,,
本票,三重,厚別,0031,死亡,1,0,00230,上,0000,204,夜－夜,晴,市街地－その他,舗装－乾燥,交差点－その他,環状交差点以外 環状交差点以外をいう。,点灯－３灯式,09,22,09,22,19,9,交差点内,規制なし,1,2,車両相互,55～64歳,0～24歳,乗用車－軽自動車,二輪車－自動二輪－小型二輪－751ｃｃ以上,自家用,自家用,乗用車,対象外当事者,指定の速度規制なし等,指定の速度規制なし等,40,10,大破,大破,その他,対象外当事者,その他,対象外当事者,損傷なし,死亡,月,その他,34.606030,136.520400,2020-02-03,20:03,red,,,,,,,,,,,,
本票,三重,上尾,0066,死亡,1,0,27480,対象外,0000,203,夜－暮,晴,市街地－人口集中,舗装－乾燥,交差点付近－その他,環状交差点以外 環状交差点以外をいう。,施設なし,00,23,00,23,03,9,単路（交差点付近を含む）,規制なし,4,3,人対車両,35～44歳,75歳以上,乗用車－普通車,歩行者,自家用,対象外当事者,乗用車,対象外当事者,40㎞／ｈ以下,対象外当事者,80,00,小破,対象外当事者,その他,対象外当事者,その他,対象外当事者,損傷なし,死亡,水,その他,34.520450,136.730600,2020-02-26,18:10,red,,,,,,,,,,,,
本票,滋賀,中央,0106,死亡,1,2,59010,上,0769,201,夜－夜,雪,非市街地,舗装－凍結,単路－カーブ・屈折,環状交差点以外 環状交差点以外をいう。,施設なし,00,23,00,23,03,6,単路（交差点付近を含む）,規制なし,2,3,車両相互,35～44歳,35～44歳,乗用車－普通車,貨物車－軽自動車,自家用,自家用,乗用車,貨物車,60㎞／ｈ以下,60㎞／ｈ以下,10,80,大破,大破,装備あり 作動,装備あり 作動,装備あり 作動,その他,負傷,死亡,木,その他,35.084809,135.884324,2020-02-06,19:20,red,,,,,,,,,,,,
本票,滋賀,江別,0019,死亡,1,1,00080,上,5434,204,夜－夜,晴,非市街地,舗装－乾燥,単路－その他,環状交差点以外 環状交差点以外をいう。,施設なし,00,23,00,23,03,9,単路（交差点付近を含む）,規制なし,4,3,車両相互,25～34歳,45～54歳,貨物車－準中型車,貨物車－軽自動車,事業用,自家用,貨物車,貨物車,50㎞／ｈ以下,50㎞／ｈ以下,50,50,小破,大破,その他,装備あり 作動,その他,その他,負傷,死亡,月,その他,35.123736,136.142194,2020-02-03,01:38,red,,,,,,,,,,,,
本票,滋賀,江別,0025,死亡,1,3,27030,対象外,0000,204,夜－夜,雪,非市街地,舗装－凍結,単路－橋,環状交差点以外 環状交差点以外をいう。,施設なし,00,23,00,23,03,9,単路（交差点付近を含む）,規制なし,2,2,車両相互,55～64歳,35～44歳,乗用車－普通車,乗用車－軽自動車,自家用,自家用,乗用車,乗用車,指定の速度規制なし等,指定の速度規制なし等,10,10,大破,大破,装備あり 作動,装備あり 作動,その他,装備あり 作動,損傷なし,負傷,木,その他,35.146242,136.027872,2020-02-06,20:25,red,,,,,,,,,,,,
本票,滋賀,江別,0032,死亡,1,0,37990,対象外,0000,204,昼－明,曇,非市街地,舗装－乾燥,交差点－その他,環状交差点以外 環状交差点以外をいう。,点灯－３灯式,09,22,09,22,14,9,交差点内,規制なし,5,4,車両相互,0～24歳,45～54歳,乗用車－軽自動車,乗用車－軽自動車,自家用,自家用,乗用車,乗用車,50㎞／ｈ以下,指定の速度規制なし等,10,42,中破,大破,装備あり 作動,その他,装備あり 作動,その他,損傷なし,死亡,金,その他,35.100216,136.113158,2020-02-14,07:20,red,,,,,,,,,,,,
本票,滋賀,つがる,0027,死亡,1,1,38490,対象外,0000,443,夜－夜,曇,非市街地,舗装－凍結,単路－カーブ・屈折,環状交差点以外 環状交差点以外をいう。,施設なし,00,23,00,23,03,2,単路（交差点付近を含む）,規制なし,4,2,車両単独,35～44歳,不明,貨物車－普通車,物件等,自家用,対象外当事者,貨物車,対象外当事者,指定の速度規制なし等,対象外当事者,10,00,小破,対象外当事者,その他,対象外当事者,その他,対象外当事者,損傷なし,対象外当事者,木,その他,35.221131,136.301658,2020-02-06,21:00,red,,,,,,,,,,,,
本票,滋賀,赤歌,0015,死亡,1,1,59010,下,0687,201,夜－夜,雪,非市街地,舗装－凍結,単路－橋,環状交差点以外 環状交差点以外をいう。,施設なし,00,23,00,23,03,9,単路（交差点付近を含む）,規制なし,6,3,車両相互,35～44歳,0～24歳,貨物車－大型車,貨物車－普通車,事業用,自家用,貨物車,貨物車,60㎞／ｈ以下,60㎞／ｈ以下,10,20,小破,大破,その他,その他,その他,その他,損傷なし,死亡,木,その他,35.155656,135.901971,2020-02-06,18:52,red,,,,,,,,,,,,
本票,京都,栗山,0042,死亡,1,0,03670,下,0000,103,夜－夜,曇,市街地－その他,舗装－乾燥,単路－その他,環状交差点以外 環状交差点以外をいう。,施設なし,00,23,00,23,03,9,単路（交差点付近を含む）,規制なし,1,2,人対車両,75歳以上,75歳以上,乗用車－普通車,歩行者,自家用,対象外当事者,乗用車,対象外当事者,50㎞／ｈ以下,対象外当事者,10,00,小破,対象外当事者,その他,対象外当事者,その他,対象外当事者,損傷なし,死亡,木,その他,35.043827,135.777224,2020-02-20,19:29,red,,,,,,,,,,,,
本票,京都,つがる,0072,死亡,1,0,38880,対象外,0000,109,夜－夜,晴,市街地－人口集中,舗装－乾燥,単路－カーブ・屈折,環状交差点以外 環状交差点以外をいう。,施設なし,00,23,00,23,03,3,単路（交差点付近を含む）,規制なし,4,1,車両単独,35～44歳,不明,乗用車－普通車,物件等,自家用,対象外当事者,乗用車,対象外当事者,40㎞／ｈ以下,対象外当事者,10,00,大破,対象外当事者,装備あり 作動,対象外当事者,装備あり 作動,対象外当事者,死亡,対象外当事者,月,前日,34.914364,135.771525,2020-02-10,04:41,red,,,,,,,,,,,,
本票,京都,静内,0030,死亡,1,0,37430,対象外,0000,105,夜－夜,雨,市街地－人口集中,舗装－湿潤,単路－その他,環状交差点以外 環状交差点以外をいう。,施設なし,00,23,00,23,02,9,単路（交差点付近を含む）,規制なし,1,2,車両相互,45～54歳,35～44歳,貨物車－中型車,二輪車－自動二輪－軽二輪－126～250cc,自家用,自家用,貨物車,対象外当事者,40㎞／ｈ以下,40㎞／ｈ以下,20,40,小破,中破,その他,対象外当事者,その他,対象外当事者,損傷なし,死亡,月,前日,34.988474,135.768069,2020-02-10,21:25,red,,,,,,,,,,,,
本票,京都,浦河,0041,死亡,1,0,37690,対象外,0000,106,夜－夜,曇,市街地－人口集中,舗装－湿潤,単路－その他,環状交差点以外 環状交差点以外をいう。,施設なし,00,23,00,23,04,9,単路（交差点付近を含む）,規制なし,3,2,人対車両,55～64歳,35～44歳,貨物車－準中型車,歩行者,自家用,対象外当事者,貨物車,対象外当事者,40㎞／ｈ以下,対象外当事者,10,00,小破,対象外当事者,装備あり 作動,対象外当事者,その他,対象外当事者,損傷なし,死亡,日,当日,34.991887,135.749219,2020-02-23,04:14,red,,,,,,,,,,,,
本票,京都,南,0058,死亡,1,0,37060,対象外,0000,107,夜－明,雨,市街地－人口集中,舗装－湿潤,交差点－その他,環状交差点以外 環状交差点以外をいう。,点灯－３灯式,09,22,00,23,19,9,交差点内,規制なし,5,2,人対車両,75歳以上,25～34歳,乗用車－軽自動車,歩行者,自家用,対象外当事者,乗用車,対象外当事者,50㎞／ｈ以下,対象外当事者,10,00,中破,対象外当事者,その他,対象外当事者,その他,対象外当事者,損傷なし,死亡,日,その他,34.973275,135.748866,2020-02-16,06:34,red,,,,,,,,,,,,
本票,京都,南,0079,死亡,1,0,01710,下,0020,107,昼－昼,曇,市街地－その他,舗装－乾燥,単路－その他,環状交差点以外 環状交差点以外をいう。,施設なし,00,23,00,23,05,9,単路（交差点付近を含む）,規制なし,4,1,車両単独,55～64歳,不明,二輪車－自動二輪－原付二種－51～125cc,物件等,自家用,対象外当事者,対象外当事者,対象外当事者,50㎞／ｈ以下,対象外当事者,10,00,中破,対象外当事者,対象外当事者,対象外当事者,対象外当事者,対象外当事者,死亡,対象外当事者,金,その他,34.974160,135.726749,2020-02-28,11:08,red,,,,,,,,,,,,
本票,大阪,東,0023,死亡,1,0,30990,対象外,0000,103,夜－暮,晴,市街地－人口集中,舗装－乾燥,単路－その他,環状交差点以外 環状交差点以外をいう。,施設なし,00,23,00,23,04,9,単路（交差点付近を含む）,規制なし,4,2,人対車両,55～64歳,65～74歳,乗用車－普通車,歩行者,自家用,対象外当事者,乗用車,対象外当事者,指定の速度規制なし等,対象外当事者,80,00,小破,対象外当事者,その他,対象外当事者,その他,対象外当事者,損傷なし,死亡,土,その他,34.697366,135.488106,2020-02-15,18:38,red,,,,,,,,,,,,
本票,大阪,江別,0019,死亡,1,2,85000,対象外,0000,104,昼－昼,雨,市街地－人口集中,舗装－湿潤,交差点－その他,環状交差点以外 環状交差点以外をいう。,点灯－３灯式,09,22,09,22,18,9,交差点内,規制なし,5,2,車両相互,35～44歳,0～24歳,貨物車－大型車,乗用車－普通車,事業用,自家用,貨物車,乗用車,50㎞／ｈ以下,50㎞／ｈ以下,20,10,中破,大破,その他,装備あり 作動,その他,装備あり 作動,負傷,死亡,土,その他,34.677544,135.416127,2020-02-29,13:59,red,,,,,,,,,,,,
本票,大阪,赤歌,0066,死亡,1,0,30990,対象外,0000,123,昼－昼,晴,市街地－人口集中,舗装－乾燥,交差点－その他,環状交差点以外 環状交差点以外をいう。,点灯－３灯式,09,22,09,22,15,9,交差点内,規制なし,5,2,車両相互,45～54歳,45～54歳,貨物車－大型車,軽車両－自転車,事業用,対象外当事者,貨物車,対象外当事者,40㎞／ｈ以下,対象外当事者,80,20,小破,大破,その他,対象外当事者,その他,対象外当事者,損傷なし,死亡,金,その他,34.732515,135.494781,2020-02-21,09:08,red,,,,,,,,,,,,
本票,大阪,小樽,0040,死亡,1,0,15140,対象外,0082,115,昼－昼,晴,市街地－人口集中,舗装－乾燥,交差点付近－その他,環状交差点以外 環状交差点以外をいう。,点灯－３灯式,00,23,00,23,05,9,単路（交差点付近を含む）,規制なし,3,2,人対車両,35～44歳,75歳以上,乗用車－普通車,歩行者,自家用,対象外当事者,乗用車,対象外当事者,50㎞／ｈ以下,対象外当事者,80,00,小破,対象外当事者,その他,対象外当事者,その他,対象外当事者,損傷なし,死亡,火,その他,34.674522,135.536273,2020-02-18,15:54,red,,,,,,,,,,,,
本票,大阪,苫小牧,0046,死亡,1,0,10280,対象外,0037,121,夜－夜,晴,市街地－人口集中,舗装－乾燥,単路－その他,環状交差点以外 環状交差点以外をいう。,点灯－押ボタン式,00,23,00,23,04,9,単路（交差点付近を含む）,規制なし,5,2,車両相互,45～54歳,35～44歳,乗用車－普通車,軽車両－自転車,自家用,対象外当事者,乗用車,対象外当事者,指定の速度規制なし等,対象外当事者,10,40,大破,中破,装備あり 作動,対象外当事者,その他,対象外当事者,損傷なし,死亡,月,その他,34.610655,135.526978,2020-02-17,22:56,red,,,,,,,,,,,,
本票,大阪,函館中央,0101,死亡,1,0,01700,対象外,0006,207,夜－暮,晴,市街地－人口集中,舗装－乾燥,交差点付近－その他,環状交差点以外 環状交差点以外をいう。,点灯－３灯式,00,23,00,23,05,9,単路（交差点付近を含む）,規制なし,3,1,車両相互,45～54歳,25～34歳,貨物車－大型車,二輪車－自動二輪－原付二種－51～125cc,事業用,自家用,貨物車,対象外当事者,50㎞／ｈ以下,50㎞／ｈ以下,70,10,小破,大破,その他,対象外当事者,その他,対象外当事者,損傷なし,死亡,金,その他,34.845152,135.628349,2020-02-14,18:00,red,,,,,,,,,,,,
本票,大阪,函館西,0084,死亡,1,0,30990,対象外,0000,211,夜－夜,晴,市街地－その他,舗装－乾燥,交差点付近－その他,環状交差点以外 環状交差点以外をいう。,施設なし,00,23,00,23,04,9,単路（交差点付近を含む）,規制なし,4,1,人対車両,55～64歳,65～74歳,貨物車－準中型車,歩行者,事業用,対象外当事者,貨物車,対象外当事者,30㎞／ｈ以下,対象外当事者,80,00,中破,対象外当事者,その他,対象外当事者,その他,対象外当事者,損傷なし,死亡,土,その他,34.837005,135.576231,2020-02-15,05:32,red,,,,,,,,,,,,
